timestamps,x_values,y_values,eye_tracker,ivt,idt
74.54,1273,127,saccade,saccade,saccade
74.55,1295,169,saccade,saccade,saccade
74.56,1409,167,saccade,saccade,saccade
74.56,1574,228,saccade,saccade,saccade
74.57,1583,249,saccade,fixation,saccade
74.58,1592,255,fixation,fixation,saccade
74.59,1581,252,fixation,fixation,saccade
74.60,1535,290,fixation,saccade,saccade
74.61,1584,259,fixation,saccade,saccade
74.61,1599,256,fixation,fixation,saccade
74.62,1592,259,fixation,fixation,saccade
74.63,1594,264,fixation,fixation,saccade
74.64,1586,274,fixation,fixation,saccade
74.65,1578,281,fixation,fixation,saccade
74.66,1578,278,fixation,fixation,saccade
74.66,1597,236,saccade,saccade,saccade
74.67,1601,233,saccade,fixation,saccade
74.68,1583,278,saccade,saccade,saccade
74.69,1577,291,saccade,fixation,saccade
74.70,1500,332,outlier,saccade,saccade
74.71,1584,272,outlier,saccade,saccade
74.71,1599,243,saccade,fixation,saccade
74.72,1531,290,saccade,saccade,saccade
74.73,1614,241,outlier,saccade,saccade
74.74,1611,273,outlier,fixation,saccade
74.75,1514,328,saccade,saccade,saccade
74.76,1589,241,saccade,saccade,fixation
74.76,1612,205,saccade,saccade,fixation
74.77,1563,239,saccade,saccade,fixation
74.78,1619,249,saccade,saccade,fixation
74.79,1600,270,saccade,fixation,fixation
74.80,1529,309,saccade,saccade,fixation
74.81,1599,277,fixation,saccade,fixation
74.81,1586,278,fixation,fixation,fixation
74.82,1576,285,fixation,fixation,fixation
74.83,1575,275,fixation,fixation,fixation
74.84,1599,247,fixation,saccade,fixation
74.85,1593,258,fixation,fixation,fixation
74.86,1576,279,fixation,fixation,fixation
74.86,1568,255,fixation,fixation,fixation
74.87,1571,250,fixation,fixation,fixation
74.88,1573,267,fixation,fixation,fixation
74.89,1570,276,fixation,fixation,fixation
74.90,1572,281,fixation,fixation,fixation
74.91,1569,287,fixation,fixation,fixation
74.91,1588,293,fixation,fixation,fixation
74.92,1583,308,saccade,fixation,fixation
74.93,1651,340,saccade,saccade,saccade
74.94,1687,346,saccade,saccade,fixation
74.95,1639,351,saccade,saccade,fixation
74.96,1706,362,saccade,saccade,fixation
74.96,1705,366,saccade,fixation,fixation
74.97,1694,372,fixation,fixation,fixation
74.98,1703,337,fixation,saccade,fixation
74.99,1705,354,fixation,fixation,fixation
75.00,1706,360,fixation,fixation,fixation
75.01,1719,331,fixation,fixation,fixation
75.01,1716,351,fixation,fixation,fixation
75.02,1685,329,fixation,saccade,fixation
75.03,1708,362,fixation,saccade,fixation
75.04,1714,363,fixation,fixation,fixation
75.05,1682,357,fixation,fixation,fixation
75.06,1705,391,fixation,saccade,fixation
75.06,1716,372,fixation,fixation,fixation
75.07,1622,420,fixation,saccade,saccade
75.08,1718,336,saccade,saccade,saccade
75.09,1714,342,saccade,fixation,saccade
75.10,1695,313,outlier,fixation,saccade
75.11,1708,385,saccade,saccade,saccade
75.11,1700,387,saccade,fixation,saccade
75.12,1659,401,fixation,saccade,saccade
75.13,1706,370,fixation,saccade,saccade
75.14,1702,379,fixation,fixation,saccade
75.15,1670,390,fixation,fixation,saccade
75.16,1705,394,fixation,saccade,saccade
75.16,1704,350,fixation,saccade,saccade
75.17,1660,338,fixation,saccade,saccade
75.18,1676,419,fixation,saccade,saccade
75.19,1699,398,fixation,fixation,saccade
75.20,1695,387,fixation,fixation,saccade
75.21,1701,369,fixation,fixation,saccade
75.21,1699,372,fixation,fixation,saccade
75.22,1689,378,fixation,fixation,saccade
75.23,1684,391,fixation,fixation,saccade
75.24,1681,389,fixation,fixation,saccade
75.25,1693,390,fixation,fixation,saccade
75.26,1682,408,fixation,fixation,saccade
75.26,1656,438,saccade,saccade,saccade
75.27,1637,445,saccade,fixation,saccade
75.28,1574,489,saccade,saccade,saccade
75.29,1501,548,saccade,saccade,saccade
75.30,1463,611,saccade,saccade,saccade
75.31,1448,638,saccade,fixation,saccade
75.31,1474,662,saccade,fixation,fixation
75.32,1475,654,fixation,fixation,fixation
75.33,1451,653,fixation,fixation,fixation
75.34,1462,648,fixation,fixation,fixation
75.35,1455,649,fixation,fixation,fixation
75.36,1466,653,fixation,fixation,fixation
75.36,1460,649,fixation,fixation,fixation
75.37,1463,649,fixation,fixation,fixation
75.38,1476,626,fixation,fixation,fixation
75.39,1482,627,fixation,fixation,fixation
75.40,1483,632,fixation,fixation,fixation
75.41,1471,640,fixation,fixation,fixation
75.41,1471,635,fixation,fixation,fixation
75.42,1456,636,fixation,fixation,fixation
75.43,1486,613,fixation,saccade,fixation
75.44,1469,626,fixation,fixation,fixation
75.45,1470,644,fixation,fixation,fixation
75.46,1474,625,fixation,fixation,fixation
75.46,1461,633,fixation,fixation,fixation
75.47,1453,649,fixation,fixation,fixation
75.48,1456,657,fixation,fixation,fixation
75.49,1475,669,fixation,fixation,fixation
75.50,1499,644,fixation,fixation,fixation
75.51,1468,659,fixation,fixation,fixation
75.51,1485,639,fixation,fixation,fixation
75.52,1484,632,fixation,fixation,fixation
75.53,1490,619,fixation,fixation,fixation
75.54,1480,635,fixation,fixation,fixation
75.55,1478,642,fixation,fixation,fixation
75.56,1484,644,fixation,fixation,fixation
75.56,1440,701,saccade,saccade,fixation
75.57,1404,719,saccade,saccade,saccade
75.58,1346,780,saccade,saccade,saccade
75.59,1296,822,saccade,saccade,saccade
75.60,1268,843,saccade,fixation,saccade
75.61,1265,825,saccade,fixation,fixation
75.61,1280,820,fixation,fixation,fixation
75.62,1289,798,fixation,fixation,fixation
75.63,1309,815,fixation,fixation,fixation
75.64,1295,818,fixation,fixation,fixation
75.65,1314,819,fixation,fixation,fixation
75.66,1275,830,fixation,saccade,fixation
75.66,1258,841,fixation,fixation,fixation
75.67,1284,842,fixation,fixation,fixation
75.68,1286,842,fixation,fixation,fixation
75.69,1301,821,fixation,fixation,fixation
75.70,1305,809,fixation,fixation,fixation
75.71,1280,825,fixation,fixation,fixation
75.71,1284,831,fixation,fixation,fixation
75.72,1295,824,fixation,fixation,fixation
75.73,1304,834,fixation,fixation,fixation
75.74,1290,837,fixation,fixation,fixation
75.75,1275,839,fixation,fixation,fixation
75.76,1271,837,fixation,fixation,fixation
75.76,1283,824,fixation,fixation,fixation
75.77,1281,836,fixation,fixation,fixation
75.78,1271,829,fixation,fixation,fixation
75.79,1271,822,fixation,fixation,fixation
75.80,1271,820,fixation,fixation,fixation
75.81,1278,851,fixation,fixation,fixation
75.81,1277,849,fixation,fixation,fixation
75.82,1295,829,fixation,fixation,fixation
75.83,1292,819,fixation,fixation,fixation
75.84,1299,812,fixation,fixation,fixation
75.85,1298,812,fixation,fixation,fixation
75.86,1304,817,fixation,fixation,fixation
75.86,1211,817,saccade,saccade,fixation
75.87,1150,814,saccade,saccade,saccade
75.88,977,840,saccade,saccade,saccade
75.89,810,807,saccade,saccade,saccade
75.90,778,807,saccade,fixation,saccade
75.91,734,823,saccade,saccade,saccade
75.91,730,835,saccade,fixation,saccade
75.92,733,835,fixation,fixation,saccade
75.93,675,870,fixation,saccade,saccade
75.94,732,826,fixation,saccade,fixation
75.95,729,814,fixation,fixation,fixation
75.96,698,863,fixation,saccade,fixation
75.96,742,788,fixation,saccade,fixation
75.97,741,828,fixation,saccade,fixation
75.98,728,824,fixation,fixation,fixation
75.99,732,823,fixation,fixation,fixation
76.00,740,832,fixation,fixation,fixation
76.01,730,832,fixation,fixation,fixation
76.01,728,836,fixation,fixation,fixation
76.02,714,825,fixation,fixation,fixation
76.03,727,824,fixation,fixation,fixation
76.04,712,807,fixation,fixation,fixation
76.05,701,868,fixation,saccade,fixation
76.06,713,805,fixation,saccade,fixation
76.06,713,804,fixation,fixation,fixation
76.07,708,795,fixation,fixation,fixation
76.08,703,804,fixation,fixation,fixation
76.09,707,846,fixation,saccade,fixation
76.10,659,849,fixation,saccade,saccade
76.11,714,817,fixation,saccade,fixation
76.11,712,800,fixation,fixation,fixation
76.12,719,809,fixation,fixation,fixation
76.13,714,812,fixation,fixation,fixation
76.14,724,798,fixation,fixation,fixation
76.15,721,797,fixation,fixation,fixation
76.16,717,809,fixation,fixation,fixation
76.16,718,826,fixation,fixation,fixation
76.17,704,817,fixation,fixation,fixation
76.18,726,832,fixation,fixation,fixation
76.19,721,827,fixation,fixation,fixation
76.20,725,820,fixation,fixation,fixation
76.21,714,815,fixation,fixation,fixation
76.21,712,810,fixation,fixation,fixation
76.22,673,865,fixation,saccade,fixation
76.23,711,809,fixation,saccade,fixation
76.24,715,820,fixation,fixation,fixation
76.25,648,841,fixation,saccade,fixation
76.26,723,814,fixation,saccade,fixation
76.26,722,810,fixation,fixation,fixation
76.27,722,817,fixation,fixation,fixation
76.28,715,812,fixation,fixation,fixation
76.29,709,800,fixation,fixation,fixation
76.30,715,809,fixation,fixation,fixation
76.31,712,802,fixation,fixation,fixation
76.31,712,788,fixation,fixation,fixation
76.32,717,793,fixation,fixation,fixation
76.33,738,762,saccade,saccade,fixation
76.34,685,750,saccade,saccade,fixation
76.35,672,697,saccade,saccade,saccade
76.36,695,814,saccade,saccade,saccade
76.41,607,521,saccade,saccade,saccade
76.41,604,456,saccade,saccade,saccade
76.42,700,595,saccade,saccade,saccade
76.43,597,327,saccade,saccade,saccade
76.44,611,318,saccade,fixation,saccade
76.45,609,322,outlier,fixation,saccade
76.46,623,338,outlier,fixation,saccade
76.46,626,344,saccade,fixation,saccade
76.47,647,350,saccade,fixation,saccade
76.48,652,397,saccade,saccade,saccade
76.49,650,392,saccade,fixation,fixation
76.50,630,359,saccade,saccade,fixation
76.51,630,358,saccade,fixation,fixation
76.51,624,346,fixation,fixation,fixation
76.52,642,386,fixation,saccade,fixation
76.53,635,383,fixation,fixation,fixation
76.54,615,342,fixation,saccade,fixation
76.55,628,362,fixation,fixation,fixation
76.56,638,368,fixation,fixation,fixation
76.56,634,385,fixation,fixation,fixation
76.57,634,379,fixation,fixation,fixation
76.58,653,383,fixation,fixation,fixation
76.59,634,347,saccade,saccade,fixation
76.60,633,340,saccade,fixation,fixation
76.61,626,386,saccade,saccade,fixation
76.61,626,402,saccade,fixation,fixation
76.62,622,397,outlier,fixation,fixation
76.63,628,356,saccade,saccade,fixation
76.64,621,335,saccade,fixation,fixation
76.65,622,350,fixation,fixation,fixation
76.66,634,360,fixation,fixation,fixation
76.66,637,358,fixation,fixation,fixation
76.67,641,354,fixation,fixation,fixation
76.68,632,343,fixation,fixation,fixation
76.69,631,351,fixation,fixation,fixation
76.70,627,350,fixation,fixation,fixation
76.71,609,363,fixation,fixation,fixation
76.71,446,327,saccade,saccade,saccade
76.72,404,316,saccade,saccade,saccade
76.73,279,303,saccade,saccade,saccade
76.74,223,306,saccade,saccade,saccade
76.75,218,299,saccade,fixation,saccade
76.76,258,231,outlier,saccade,saccade
76.76,205,290,outlier,saccade,saccade
76.77,187,284,saccade,fixation,saccade
76.78,265,223,outlier,saccade,saccade
76.79,237,297,saccade,saccade,saccade
76.80,231,287,saccade,fixation,saccade
76.81,208,283,outlier,fixation,saccade
76.81,207,312,saccade,fixation,saccade
76.82,209,308,fixation,fixation,saccade
76.83,210,310,fixation,fixation,saccade
76.84,209,291,fixation,fixation,saccade
76.85,207,289,fixation,fixation,saccade
76.86,217,291,fixation,fixation,saccade
76.86,218,298,fixation,fixation,saccade
76.87,218,301,fixation,fixation,saccade
76.88,224,323,fixation,fixation,saccade
76.89,172,381,fixation,saccade,saccade
76.90,223,322,fixation,saccade,fixation
76.91,232,320,fixation,fixation,fixation
76.91,216,271,saccade,saccade,fixation
76.92,213,279,saccade,fixation,fixation
76.93,225,300,outlier,fixation,fixation
76.94,217,305,saccade,fixation,fixation
76.95,237,308,outlier,fixation,fixation
76.96,233,317,outlier,fixation,fixation
76.96,227,308,outlier,fixation,fixation
76.97,207,307,outlier,fixation,fixation
76.98,206,297,outlier,fixation,fixation
76.99,191,285,saccade,fixation,fixation
77.00,188,277,outlier,fixation,fixation
77.01,189,286,outlier,fixation,fixation
77.01,221,305,saccade,saccade,fixation
77.02,216,312,saccade,fixation,fixation
77.03,216,289,outlier,fixation,fixation
77.04,206,243,saccade,saccade,saccade
77.05,193,177,saccade,saccade,saccade
77.06,204,120,saccade,saccade,saccade
77.06,215,136,saccade,fixation,saccade
77.07,212,135,outlier,fixation,saccade
77.08,259,98,outlier,saccade,saccade
77.09,200,118,outlier,saccade,fixation
77.10,190,112,saccade,fixation,fixation
77.11,234,72,fixation,saccade,fixation
77.11,189,105,fixation,saccade,fixation
77.12,204,108,fixation,fixation,fixation
77.13,209,139,fixation,fixation,fixation
77.14,206,133,fixation,fixation,fixation
77.15,197,130,fixation,fixation,fixation
77.16,190,124,fixation,fixation,fixation
77.16,194,129,fixation,fixation,fixation
77.17,193,124,fixation,fixation,fixation
77.18,192,130,fixation,fixation,fixation
77.19,186,125,fixation,fixation,fixation
77.20,184,107,fixation,fixation,fixation
77.21,204,136,fixation,saccade,fixation
77.21,209,135,fixation,fixation,fixation
77.22,199,133,fixation,fixation,fixation
77.23,205,129,fixation,fixation,fixation
77.24,190,103,fixation,fixation,fixation
77.25,196,122,fixation,fixation,fixation
77.26,197,92,fixation,fixation,fixation
77.26,201,122,fixation,fixation,fixation
77.27,200,110,fixation,fixation,fixation
77.28,204,131,fixation,fixation,fixation
77.29,195,105,fixation,fixation,fixation
77.30,187,114,fixation,fixation,fixation
77.31,239,63,fixation,saccade,fixation
77.31,181,98,fixation,saccade,fixation
77.32,185,97,fixation,fixation,fixation
77.33,251,63,fixation,saccade,fixation
77.34,234,161,saccade,saccade,fixation
77.35,252,163,saccade,fixation,fixation
77.36,309,106,saccade,saccade,saccade
77.36,267,147,fixation,saccade,fixation
77.37,271,149,fixation,fixation,fixation
77.38,272,152,fixation,fixation,fixation
77.39,279,160,fixation,fixation,fixation
77.40,278,163,fixation,fixation,fixation
77.41,278,176,fixation,fixation,fixation
77.41,272,156,fixation,fixation,fixation
77.42,285,159,fixation,fixation,fixation
77.43,300,103,fixation,saccade,fixation
77.44,275,169,fixation,saccade,fixation
77.45,257,164,fixation,fixation,fixation
77.46,306,109,fixation,saccade,fixation
77.46,278,160,fixation,saccade,fixation
77.47,297,167,fixation,fixation,fixation
77.48,323,78,saccade,saccade,fixation
77.49,296,140,outlier,saccade,fixation
77.50,280,148,outlier,fixation,fixation
77.51,259,165,saccade,fixation,fixation
77.51,241,153,saccade,fixation,fixation
77.52,253,157,outlier,fixation,fixation
77.53,288,173,outlier,saccade,fixation
77.54,270,173,saccade,fixation,fixation
77.55,277,176,fixation,fixation,fixation
77.56,291,186,fixation,fixation,fixation
77.56,289,158,fixation,fixation,fixation
77.57,282,153,fixation,fixation,fixation
77.58,274,150,fixation,fixation,fixation
77.59,269,162,fixation,fixation,fixation
77.60,269,168,fixation,fixation,fixation
77.61,264,170,fixation,fixation,fixation
77.63,253,160,outlier,fixation,fixation
77.64,262,160,saccade,fixation,fixation
77.65,261,160,outlier,fixation,fixation
77.66,272,157,outlier,fixation,fixation
77.66,276,160,outlier,fixation,fixation
77.67,276,158,outlier,fixation,fixation
77.69,314,176,outlier,fixation,fixation
77.70,500,186,outlier,saccade,saccade
77.72,799,189,outlier,saccade,saccade
77.74,830,326,outlier,saccade,saccade
77.75,991,281,outlier,saccade,saccade
77.76,943,397,outlier,saccade,saccade
77.77,982,324,outlier,saccade,saccade
77.78,1020,242,outlier,saccade,saccade
77.80,980,323,outlier,saccade,saccade
77.81,1053,227,saccade,saccade,saccade
77.81,939,360,saccade,saccade,saccade
77.82,997,284,fixation,saccade,saccade
77.83,988,270,fixation,fixation,fixation
77.84,1000,233,fixation,saccade,fixation
77.85,1002,252,fixation,fixation,fixation
77.86,1018,255,fixation,fixation,fixation
77.86,1020,254,fixation,fixation,fixation
77.87,1011,261,fixation,fixation,fixation
77.88,1005,266,fixation,fixation,fixation
77.89,1003,269,fixation,fixation,fixation
77.90,1008,260,fixation,fixation,fixation
77.91,993,268,fixation,fixation,fixation
77.91,993,270,fixation,fixation,fixation
77.92,1003,266,fixation,fixation,fixation
77.93,1005,245,fixation,fixation,fixation
77.94,1007,252,fixation,fixation,fixation
77.95,1007,238,fixation,fixation,fixation
77.96,999,263,fixation,fixation,fixation
77.96,995,248,fixation,fixation,fixation
77.97,996,253,fixation,fixation,fixation
77.98,1003,231,fixation,fixation,fixation
77.99,999,202,saccade,fixation,fixation
78.00,999,209,outlier,fixation,fixation
78.01,996,244,saccade,saccade,fixation
78.01,992,252,saccade,fixation,fixation
78.02,986,249,fixation,fixation,fixation
78.03,996,254,fixation,fixation,fixation
78.04,979,277,fixation,fixation,fixation
78.05,998,282,fixation,fixation,fixation
78.06,993,275,fixation,fixation,fixation
78.06,997,263,fixation,fixation,fixation
78.07,985,248,fixation,fixation,fixation
78.08,996,260,fixation,fixation,fixation
78.09,1015,249,fixation,fixation,fixation
78.10,1019,252,fixation,fixation,fixation
78.11,1012,246,fixation,fixation,fixation
78.11,1006,237,fixation,fixation,fixation
78.12,1006,246,fixation,fixation,fixation
78.13,958,267,fixation,saccade,fixation
78.14,989,236,fixation,saccade,fixation
78.15,994,243,fixation,fixation,fixation
78.16,999,249,fixation,fixation,fixation
78.16,1004,242,fixation,fixation,fixation
78.17,1003,254,fixation,fixation,fixation
78.18,1001,260,fixation,fixation,fixation
78.19,993,234,fixation,fixation,fixation
78.20,995,219,saccade,fixation,fixation
78.21,997,224,outlier,fixation,fixation
78.21,998,209,outlier,fixation,fixation
78.22,1003,217,outlier,fixation,fixation
78.23,996,206,outlier,fixation,fixation
78.24,994,210,outlier,fixation,fixation
78.25,991,225,outlier,fixation,fixation
78.26,994,245,saccade,fixation,fixation
78.26,1000,257,saccade,fixation,fixation
78.27,999,264,outlier,fixation,fixation
78.28,995,200,saccade,saccade,saccade
78.29,1004,229,saccade,fixation,fixation
78.30,997,219,outlier,fixation,fixation
78.31,971,205,saccade,fixation,fixation
78.31,970,204,saccade,fixation,fixation
78.32,1003,189,saccade,saccade,fixation
78.33,1007,211,saccade,fixation,fixation
78.36,993,222,outlier,fixation,fixation
78.36,1000,216,saccade,fixation,fixation
78.37,990,242,saccade,fixation,fixation
78.38,983,241,outlier,fixation,fixation
78.39,971,234,outlier,fixation,fixation
78.40,991,228,outlier,fixation,fixation
78.41,998,217,outlier,fixation,fixation
78.41,1012,204,saccade,fixation,fixation
78.42,1016,214,outlier,fixation,fixation
78.43,1009,241,outlier,fixation,fixation
78.44,1023,217,outlier,fixation,fixation
78.45,1046,188,saccade,saccade,fixation
78.46,1085,118,saccade,saccade,saccade
78.46,1129,97,saccade,saccade,fixation
78.47,1141,84,saccade,fixation,fixation
78.48,1148,102,fixation,fixation,fixation
78.49,1139,94,fixation,fixation,fixation
78.50,1145,85,fixation,fixation,fixation
78.51,1147,82,fixation,fixation,fixation
78.51,1140,89,fixation,fixation,fixation
78.52,1138,87,fixation,fixation,fixation
78.53,1142,67,fixation,fixation,fixation
78.54,1152,62,fixation,fixation,fixation
78.55,1105,105,fixation,saccade,fixation
78.56,1153,70,fixation,saccade,fixation
78.56,1147,87,fixation,fixation,fixation
78.57,1145,97,fixation,fixation,fixation
78.58,1142,103,fixation,fixation,fixation
78.59,1147,96,fixation,fixation,fixation
78.60,1123,80,saccade,fixation,fixation
78.61,1061,63,saccade,saccade,fixation
78.61,905,-5,saccade,saccade,saccade
78.62,831,-26,saccade,saccade,saccade
78.63,748,-45,saccade,saccade,saccade
78.64,714,-57,saccade,saccade,fixation
78.65,706,-54,saccade,fixation,fixation
78.66,709,-51,outlier,fixation,fixation
78.66,701,-43,outlier,fixation,fixation
78.67,704,-40,outlier,fixation,fixation
78.68,702,-43,outlier,fixation,fixation
78.69,697,-41,outlier,fixation,fixation
78.70,694,-43,outlier,fixation,fixation
78.71,692,-46,outlier,fixation,fixation
78.71,690,-73,saccade,fixation,fixation
78.72,676,-89,saccade,fixation,fixation
78.73,686,-81,outlier,fixation,fixation
78.74,687,-41,saccade,saccade,fixation
78.75,682,-45,saccade,fixation,fixation
78.76,684,-44,outlier,fixation,fixation
78.76,690,-48,outlier,fixation,fixation
78.77,692,-57,outlier,fixation,fixation
78.78,656,55,saccade,saccade,saccade
78.91,507,87,saccade,fixation,saccade
78.91,566,-41,saccade,saccade,saccade
78.92,557,71,saccade,saccade,saccade
78.93,622,-102,saccade,saccade,saccade
78.94,631,-80,saccade,fixation,fixation
78.95,630,-85,outlier,fixation,fixation
78.96,630,-47,saccade,saccade,fixation
78.96,634,-52,saccade,fixation,fixation
78.97,637,-74,fixation,fixation,fixation
78.98,632,-76,fixation,fixation,fixation
78.99,636,-69,fixation,fixation,fixation
79.00,631,-61,fixation,fixation,fixation
79.01,630,-39,fixation,fixation,fixation
79.01,632,-49,fixation,fixation,fixation
79.02,628,-43,fixation,fixation,fixation
79.03,624,-42,fixation,fixation,fixation
79.04,627,-36,fixation,fixation,fixation
79.05,631,-47,fixation,fixation,fixation
79.06,636,-53,fixation,fixation,fixation
79.06,633,-48,fixation,fixation,fixation
79.07,636,-44,fixation,fixation,fixation
79.08,628,-42,fixation,fixation,fixation
79.09,616,-46,fixation,fixation,fixation
79.10,564,-51,saccade,saccade,fixation
79.11,492,-47,saccade,saccade,saccade
79.11,324,-60,saccade,saccade,saccade
79.12,276,-53,saccade,saccade,saccade
79.13,206,-16,saccade,saccade,saccade
79.14,185,-2,saccade,fixation,fixation
79.15,183,-8,fixation,fixation,fixation
79.15,121,6,fixation,saccade,fixation
79.16,184,-1,fixation,saccade,fixation
79.17,191,4,fixation,fixation,fixation
79.18,144,36,fixation,saccade,fixation
79.19,204,17,fixation,saccade,fixation
79.20,193,-1,fixation,fixation,fixation
79.20,195,22,fixation,fixation,fixation
79.21,199,18,fixation,fixation,fixation
79.22,203,16,fixation,fixation,fixation
79.23,194,20,fixation,fixation,fixation
79.24,198,24,fixation,fixation,fixation
79.25,188,13,fixation,fixation,fixation
79.25,200,12,fixation,fixation,fixation
79.26,196,15,fixation,fixation,fixation
79.27,201,19,fixation,fixation,fixation
79.28,197,17,fixation,fixation,fixation
79.29,179,-8,fixation,fixation,fixation
79.30,183,-7,fixation,fixation,fixation
79.30,204,21,fixation,saccade,fixation
79.31,201,14,fixation,fixation,fixation
79.32,196,15,fixation,fixation,fixation
79.33,193,-13,fixation,fixation,fixation
79.34,191,-5,fixation,fixation,fixation
79.35,198,1,fixation,fixation,fixation
79.35,186,1,fixation,fixation,fixation
79.36,202,22,fixation,fixation,fixation
79.37,196,13,fixation,fixation,fixation
79.38,199,18,fixation,fixation,fixation
79.39,187,11,fixation,fixation,fixation
79.40,186,9,fixation,fixation,fixation
79.40,173,-9,fixation,fixation,fixation
79.41,195,27,fixation,saccade,fixation
79.42,189,2,fixation,fixation,fixation
79.43,191,3,fixation,fixation,fixation
79.44,193,4,fixation,fixation,fixation
79.45,192,-1,fixation,fixation,fixation
79.45,192,2,fixation,fixation,fixation
79.48,203,9,fixation,saccade,fixation
79.50,202,-8,fixation,fixation,fixation
79.51,197,42,fixation,saccade,fixation
79.52,169,19,saccade,saccade,fixation
79.53,116,76,saccade,saccade,saccade
79.54,99,115,saccade,saccade,fixation
79.55,89,126,saccade,fixation,fixation
79.55,102,123,fixation,fixation,fixation
79.56,96,94,fixation,fixation,fixation
79.57,91,91,fixation,fixation,fixation
79.58,93,115,fixation,fixation,fixation
79.59,98,121,fixation,fixation,fixation
79.60,105,116,fixation,fixation,fixation
79.60,105,118,fixation,fixation,fixation
79.61,87,82,fixation,saccade,fixation
79.62,89,93,fixation,fixation,fixation
79.63,93,95,fixation,fixation,fixation
79.64,88,114,fixation,fixation,fixation
79.65,93,123,saccade,fixation,fixation
79.66,95,125,outlier,fixation,fixation
79.66,87,94,saccade,fixation,fixation
79.67,88,94,saccade,fixation,fixation
79.68,88,101,outlier,fixation,fixation
79.69,88,110,outlier,fixation,fixation
79.70,86,100,outlier,fixation,fixation
79.71,92,95,outlier,fixation,fixation
79.73,86,87,outlier,fixation,fixation
79.74,104,131,saccade,saccade,fixation
79.75,99,128,saccade,fixation,fixation
79.75,98,139,outlier,fixation,fixation
79.76,81,95,saccade,saccade,fixation
79.77,86,94,saccade,fixation,fixation
79.78,86,84,outlier,fixation,fixation
79.79,93,94,outlier,fixation,fixation
79.80,92,101,outlier,fixation,fixation
79.80,81,74,outlier,fixation,fixation
79.81,97,111,outlier,saccade,fixation
79.82,107,118,outlier,fixation,fixation
79.83,187,63,saccade,saccade,saccade
79.84,186,143,saccade,saccade,saccade
79.85,314,181,saccade,saccade,saccade
79.85,492,177,saccade,saccade,saccade
79.86,479,248,saccade,saccade,saccade
79.87,476,252,saccade,fixation,fixation
79.88,493,200,fixation,saccade,fixation
79.89,471,263,fixation,saccade,fixation
79.90,482,267,fixation,fixation,fixation
79.90,467,240,fixation,fixation,fixation
79.91,460,257,fixation,fixation,fixation
79.92,472,264,fixation,fixation,fixation
79.93,480,280,fixation,fixation,fixation
79.94,466,249,fixation,fixation,fixation
79.95,464,246,fixation,fixation,fixation
79.95,460,226,fixation,fixation,fixation
79.96,462,225,fixation,fixation,fixation
79.97,459,222,fixation,fixation,fixation
79.98,451,225,fixation,fixation,fixation
79.99,445,233,fixation,fixation,fixation
80.00,463,221,fixation,fixation,fixation
80.00,480,225,fixation,fixation,fixation
80.01,490,229,fixation,fixation,fixation
80.02,481,224,fixation,fixation,fixation
80.03,476,227,fixation,fixation,fixation
80.04,461,203,fixation,fixation,fixation
80.05,462,210,fixation,fixation,fixation
80.05,461,222,fixation,fixation,fixation
80.06,460,216,fixation,fixation,fixation
80.07,462,232,fixation,fixation,fixation
80.08,458,236,fixation,fixation,fixation
80.09,450,225,fixation,fixation,fixation
80.10,449,222,fixation,fixation,fixation
80.10,452,223,fixation,fixation,fixation
80.11,455,226,fixation,fixation,fixation
80.12,450,223,fixation,fixation,fixation
80.13,429,205,fixation,fixation,fixation
80.14,427,214,fixation,fixation,fixation
80.15,437,223,fixation,fixation,fixation
80.15,441,211,fixation,fixation,fixation
80.16,456,212,fixation,fixation,fixation
80.17,447,201,fixation,fixation,fixation
80.18,447,205,fixation,fixation,fixation
80.19,445,209,fixation,fixation,fixation
80.20,442,210,fixation,fixation,fixation
80.20,443,229,fixation,fixation,fixation
80.21,450,226,fixation,fixation,fixation
80.22,512,169,saccade,saccade,saccade
80.23,515,142,saccade,fixation,fixation
80.24,528,140,saccade,fixation,fixation
80.25,542,128,saccade,fixation,fixation
80.25,545,130,fixation,fixation,fixation
80.26,540,141,fixation,fixation,fixation
80.27,532,128,fixation,fixation,fixation
80.28,535,111,fixation,fixation,fixation
80.29,535,108,fixation,fixation,fixation
80.30,532,106,fixation,fixation,fixation
80.30,522,117,fixation,fixation,fixation
80.31,529,89,fixation,fixation,fixation
80.32,533,93,fixation,fixation,fixation
80.33,546,99,fixation,fixation,fixation
80.34,536,137,saccade,saccade,fixation
80.35,543,151,saccade,fixation,fixation
80.35,545,149,outlier,fixation,fixation
80.36,557,138,outlier,fixation,fixation
80.37,545,111,saccade,fixation,fixation
80.38,539,99,saccade,fixation,fixation
80.39,533,93,outlier,fixation,fixation
80.40,536,106,outlier,fixation,fixation
80.40,533,94,outlier,fixation,fixation
80.41,540,121,saccade,fixation,fixation
80.44,531,122,outlier,fixation,fixation
80.45,502,120,saccade,fixation,fixation
80.45,454,124,saccade,saccade,fixation
80.46,409,126,saccade,saccade,saccade
80.47,377,126,saccade,fixation,fixation
80.48,379,133,saccade,fixation,fixation
80.49,392,147,fixation,fixation,fixation
80.50,382,120,fixation,fixation,fixation
80.50,391,142,fixation,fixation,fixation
80.51,382,136,fixation,fixation,fixation
80.52,381,145,fixation,fixation,fixation
80.53,382,121,fixation,fixation,fixation
80.54,391,125,fixation,fixation,fixation
80.55,397,147,fixation,fixation,fixation
