timestamps,x_values,y_values,eye_tracker,ivt,idt
208.98,761,655,fixation,fixation,fixation
208.99,708,700,fixation,saccade,fixation
209.00,745,654,fixation,saccade,fixation
209.00,750,654,fixation,fixation,fixation
209.01,751,665,fixation,fixation,fixation
209.02,747,665,fixation,fixation,fixation
209.03,747,676,fixation,fixation,fixation
209.04,747,682,fixation,fixation,fixation
209.05,746,663,fixation,fixation,fixation
209.05,751,656,fixation,fixation,fixation
209.06,697,680,fixation,saccade,fixation
209.07,753,670,fixation,saccade,fixation
209.08,741,660,fixation,fixation,fixation
209.09,679,677,fixation,saccade,fixation
209.10,743,614,saccade,saccade,fixation
209.10,693,580,saccade,saccade,saccade
209.11,643,607,saccade,saccade,fixation
209.12,671,563,saccade,saccade,fixation
209.13,691,561,fixation,fixation,fixation
209.14,649,605,fixation,saccade,fixation
209.15,691,552,fixation,saccade,fixation
209.15,678,554,fixation,fixation,fixation
209.16,621,603,fixation,saccade,fixation
209.17,679,566,fixation,saccade,fixation
209.18,675,577,fixation,fixation,fixation
209.19,633,615,fixation,saccade,fixation
209.20,670,576,fixation,saccade,fixation
209.20,679,557,fixation,fixation,fixation
209.21,600,617,fixation,saccade,fixation
209.22,666,557,fixation,saccade,fixation
209.23,672,570,fixation,fixation,fixation
209.24,649,616,fixation,saccade,fixation
209.25,684,572,fixation,saccade,fixation
209.25,667,548,saccade,fixation,fixation
209.26,625,585,saccade,saccade,fixation
209.27,658,552,fixation,saccade,fixation
209.28,663,552,fixation,fixation,fixation
209.29,628,610,fixation,saccade,fixation
209.30,648,546,fixation,saccade,fixation
209.30,653,534,fixation,fixation,saccade
209.31,629,604,fixation,saccade,saccade
209.32,687,552,fixation,saccade,saccade
209.33,680,572,fixation,fixation,saccade
209.34,646,600,fixation,saccade,saccade
209.35,680,555,fixation,saccade,saccade
209.35,679,548,fixation,fixation,saccade
209.36,614,600,saccade,saccade,saccade
209.37,646,569,saccade,saccade,saccade
209.38,631,594,saccade,fixation,saccade
209.39,575,639,saccade,saccade,saccade
209.40,635,626,saccade,saccade,saccade
209.40,636,649,saccade,fixation,saccade
209.41,600,709,outlier,saccade,saccade
209.42,644,639,outlier,saccade,saccade
209.43,652,619,outlier,fixation,saccade
209.44,648,631,outlier,fixation,saccade
209.45,644,629,outlier,fixation,saccade
209.45,644,637,outlier,fixation,saccade
209.46,656,654,saccade,fixation,saccade
209.47,660,656,fixation,fixation,saccade
209.48,657,654,fixation,fixation,saccade
209.49,623,716,fixation,saccade,saccade
209.50,663,664,fixation,saccade,saccade
209.50,665,671,fixation,fixation,saccade
209.51,650,638,fixation,saccade,saccade
209.52,645,640,fixation,fixation,saccade
209.53,643,640,fixation,fixation,saccade
209.54,616,702,fixation,saccade,saccade
209.55,645,639,fixation,saccade,saccade
209.55,645,638,fixation,fixation,saccade
209.56,663,655,fixation,fixation,saccade
209.57,644,615,fixation,saccade,saccade
209.58,630,611,saccade,fixation,saccade
209.59,602,595,outlier,fixation,saccade
209.60,680,610,saccade,saccade,saccade
209.60,745,595,saccade,saccade,saccade
209.61,803,589,saccade,saccade,saccade
209.62,846,557,saccade,saccade,saccade
209.63,841,566,saccade,fixation,saccade
209.64,828,549,outlier,fixation,saccade
209.65,839,548,outlier,fixation,saccade
209.65,845,542,outlier,fixation,saccade
209.66,845,559,outlier,fixation,saccade
209.67,847,548,outlier,fixation,saccade
209.68,852,505,saccade,saccade,saccade
209.69,850,505,saccade,fixation,fixation
209.70,854,514,fixation,fixation,fixation
209.72,858,513,fixation,fixation,fixation
209.73,862,553,fixation,saccade,fixation
209.74,861,559,fixation,fixation,fixation
209.75,855,524,fixation,saccade,fixation
209.75,855,515,fixation,fixation,fixation
209.76,865,529,fixation,fixation,fixation
209.77,852,515,fixation,fixation,fixation
209.78,852,522,fixation,fixation,fixation
209.79,852,525,fixation,fixation,fixation
209.80,853,510,fixation,fixation,fixation
209.80,853,507,fixation,fixation,fixation
209.81,860,504,fixation,fixation,fixation
209.82,865,511,fixation,fixation,fixation
209.83,858,512,fixation,fixation,fixation
209.84,853,527,fixation,fixation,fixation
209.85,854,520,fixation,fixation,fixation
209.85,842,547,fixation,fixation,fixation
209.86,851,540,fixation,fixation,fixation
209.87,852,562,fixation,fixation,fixation
209.88,845,534,fixation,fixation,fixation
209.89,845,564,fixation,fixation,fixation
209.90,835,521,fixation,saccade,fixation
209.90,849,534,fixation,fixation,fixation
209.91,857,505,fixation,fixation,fixation
209.92,861,517,fixation,fixation,fixation
209.93,851,549,fixation,fixation,fixation
209.94,845,546,fixation,fixation,fixation
209.95,806,627,fixation,saccade,saccade
209.95,845,532,fixation,saccade,saccade
209.96,842,518,fixation,fixation,saccade
209.97,849,536,fixation,fixation,saccade
209.98,861,562,fixation,fixation,saccade
209.99,857,548,fixation,fixation,saccade
210.00,856,531,fixation,fixation,saccade
210.00,866,542,fixation,fixation,saccade
210.01,869,556,fixation,fixation,saccade
210.02,876,635,saccade,saccade,saccade
210.03,901,719,saccade,saccade,saccade
210.04,925,739,saccade,fixation,saccade
210.05,879,801,saccade,saccade,saccade
210.05,925,739,outlier,saccade,saccade
210.06,935,747,outlier,fixation,saccade
210.07,881,838,saccade,saccade,saccade
210.08,997,816,saccade,saccade,saccade
210.09,970,775,saccade,saccade,saccade
210.10,879,761,outlier,saccade,saccade
210.10,957,789,outlier,saccade,saccade
210.11,949,797,outlier,fixation,saccade
210.12,906,812,outlier,saccade,saccade
210.13,946,815,outlier,saccade,saccade
210.14,972,848,saccade,saccade,saccade
210.15,971,846,saccade,fixation,saccade
210.15,973,831,outlier,fixation,saccade
210.16,945,799,saccade,saccade,saccade
210.17,886,825,saccade,saccade,saccade
210.18,938,804,fixation,saccade,saccade
210.19,934,806,fixation,fixation,saccade
210.20,875,824,fixation,saccade,saccade
210.20,941,807,fixation,saccade,saccade
210.21,951,802,fixation,fixation,saccade
210.22,891,837,fixation,saccade,saccade
210.23,948,797,fixation,saccade,saccade
210.24,951,782,fixation,fixation,saccade
210.25,837,842,saccade,saccade,saccade
210.25,860,845,saccade,fixation,saccade
210.26,765,864,saccade,saccade,saccade
210.27,583,869,saccade,saccade,saccade
210.28,500,728,saccade,saccade,saccade
210.29,463,877,saccade,saccade,saccade
210.30,476,900,outlier,fixation,saccade
210.30,523,754,outlier,saccade,saccade
210.31,501,874,saccade,saccade,fixation
210.32,506,869,saccade,fixation,fixation
210.33,466,829,saccade,saccade,fixation
210.34,475,834,saccade,fixation,fixation
210.35,487,879,outlier,saccade,fixation
210.35,464,843,saccade,saccade,fixation
210.36,465,870,saccade,fixation,fixation
210.37,478,872,fixation,fixation,fixation
210.38,481,872,fixation,fixation,fixation
210.39,492,879,fixation,fixation,fixation
210.40,472,856,fixation,fixation,fixation
210.40,474,863,fixation,fixation,fixation
210.41,473,862,fixation,fixation,fixation
210.42,475,885,fixation,fixation,fixation
210.43,477,884,fixation,fixation,fixation
210.44,467,881,fixation,fixation,fixation
210.45,468,867,fixation,fixation,fixation
210.45,476,883,fixation,fixation,fixation
210.46,473,890,fixation,fixation,fixation
210.47,466,874,fixation,fixation,fixation
210.48,462,870,fixation,fixation,fixation
210.49,486,880,fixation,fixation,fixation
210.50,493,896,saccade,fixation,fixation
210.50,474,965,outlier,saccade,saccade
210.51,449,874,saccade,saccade,saccade
210.52,459,886,saccade,fixation,saccade
210.53,468,863,fixation,fixation,saccade
210.54,491,868,fixation,fixation,saccade
210.55,480,860,fixation,fixation,saccade
210.55,480,863,fixation,fixation,saccade
210.56,482,864,fixation,fixation,saccade
210.57,485,866,fixation,fixation,saccade
210.58,469,860,fixation,fixation,saccade
210.59,468,855,fixation,fixation,saccade
210.60,479,875,fixation,fixation,saccade
210.60,452,953,fixation,saccade,saccade
210.61,483,881,fixation,saccade,saccade
210.62,485,876,fixation,fixation,saccade
210.63,491,876,fixation,fixation,saccade
210.64,438,863,saccade,saccade,saccade
210.65,390,833,saccade,saccade,saccade
210.65,231,738,saccade,saccade,saccade
210.66,198,715,saccade,saccade,saccade
210.67,193,708,saccade,fixation,saccade
210.68,200,697,outlier,fixation,saccade
210.69,192,675,saccade,fixation,saccade
210.70,164,660,outlier,fixation,saccade
210.70,187,679,outlier,fixation,saccade
210.71,176,678,outlier,fixation,saccade
210.72,175,676,outlier,fixation,saccade
210.73,164,647,saccade,fixation,saccade
210.74,189,651,saccade,fixation,saccade
210.75,197,649,outlier,fixation,saccade
210.75,181,637,outlier,fixation,saccade
210.76,180,637,outlier,fixation,saccade
210.77,182,630,outlier,fixation,saccade
210.78,205,678,saccade,saccade,saccade
210.79,212,685,saccade,fixation,saccade
210.80,188,651,outlier,saccade,saccade
210.80,210,666,saccade,fixation,saccade
210.81,184,659,saccade,fixation,saccade
210.82,169,588,saccade,saccade,saccade
210.83,165,629,saccade,saccade,saccade
210.84,179,640,fixation,fixation,saccade
210.85,215,568,fixation,saccade,saccade
210.85,137,730,fixation,saccade,saccade
210.86,177,644,fixation,saccade,fixation
210.87,165,638,fixation,fixation,fixation
210.88,205,676,fixation,saccade,fixation
210.89,191,673,fixation,fixation,fixation
210.90,186,664,fixation,fixation,fixation
210.90,172,641,fixation,fixation,fixation
210.91,180,652,fixation,fixation,fixation
210.92,182,653,fixation,fixation,fixation
210.93,186,643,fixation,fixation,fixation
210.94,156,603,saccade,saccade,fixation
210.95,147,594,saccade,fixation,fixation
210.95,202,663,outlier,saccade,fixation
210.96,145,617,outlier,saccade,fixation
210.97,169,607,outlier,fixation,fixation
210.98,213,675,saccade,saccade,fixation
210.99,185,650,saccade,saccade,fixation
211.00,179,662,outlier,fixation,fixation
211.00,183,665,outlier,fixation,fixation
211.01,173,652,outlier,fixation,fixation
211.02,192,678,outlier,fixation,fixation
211.03,172,636,saccade,saccade,fixation
211.04,180,617,outlier,fixation,fixation
211.05,168,636,outlier,fixation,fixation
211.05,175,628,outlier,fixation,fixation
211.06,211,638,saccade,saccade,fixation
211.07,283,587,saccade,saccade,saccade
211.08,317,471,saccade,saccade,saccade
211.09,323,465,saccade,fixation,saccade
211.10,335,467,outlier,fixation,saccade
211.10,335,480,outlier,fixation,saccade
211.11,355,507,saccade,fixation,saccade
211.12,350,486,outlier,fixation,saccade
211.13,309,453,saccade,saccade,saccade
211.14,320,464,saccade,fixation,saccade
211.15,319,462,outlier,fixation,saccade
211.17,306,449,outlier,fixation,saccade
211.18,320,441,outlier,fixation,saccade
211.19,320,426,outlier,fixation,saccade
211.20,355,398,saccade,saccade,saccade
211.20,376,373,saccade,fixation,fixation
211.21,379,371,saccade,fixation,fixation
211.22,377,356,fixation,fixation,fixation
211.23,381,369,fixation,fixation,fixation
211.24,377,359,fixation,fixation,fixation
211.25,402,385,fixation,saccade,fixation
211.25,404,385,fixation,fixation,fixation
211.26,403,385,fixation,fixation,fixation
211.27,394,371,fixation,fixation,fixation
211.28,390,385,fixation,fixation,fixation
211.29,388,364,fixation,fixation,fixation
211.30,388,361,fixation,fixation,fixation
211.30,397,377,fixation,fixation,fixation
211.31,392,353,fixation,fixation,fixation
211.32,392,344,fixation,fixation,fixation
211.33,378,464,fixation,saccade,saccade
211.34,390,353,fixation,saccade,saccade
211.35,399,371,fixation,fixation,saccade
211.35,403,391,fixation,fixation,saccade
211.37,392,393,fixation,fixation,saccade
211.38,386,390,fixation,fixation,saccade
211.39,391,392,fixation,fixation,saccade
211.40,392,341,fixation,saccade,saccade
211.40,396,396,saccade,saccade,saccade
211.41,363,417,outlier,saccade,saccade
211.42,393,427,saccade,fixation,saccade
211.43,260,441,saccade,saccade,saccade
211.44,303,379,saccade,saccade,saccade
211.45,292,603,saccade,saccade,saccade
211.45,218,493,saccade,saccade,saccade
211.46,134,586,saccade,saccade,saccade
211.47,151,579,outlier,fixation,saccade
211.48,185,506,saccade,saccade,saccade
211.49,130,583,saccade,saccade,saccade
211.50,124,600,fixation,fixation,saccade
211.50,178,503,fixation,saccade,saccade
211.51,246,403,fixation,saccade,saccade
211.52,103,598,fixation,saccade,saccade
211.53,222,505,fixation,saccade,saccade
211.54,258,358,fixation,saccade,saccade
211.55,131,620,fixation,saccade,saccade
211.57,150,612,fixation,saccade,saccade
211.58,131,607,fixation,fixation,saccade
211.59,195,490,fixation,saccade,saccade
211.60,118,602,fixation,saccade,saccade
211.60,122,605,fixation,fixation,saccade
211.61,140,633,saccade,fixation,saccade
211.62,140,623,saccade,fixation,saccade
211.63,221,486,saccade,saccade,saccade
211.64,221,473,saccade,fixation,saccade
211.65,156,602,fixation,saccade,saccade
211.65,131,595,fixation,fixation,saccade
211.66,210,464,fixation,saccade,saccade
211.67,163,590,fixation,saccade,saccade
211.68,166,600,fixation,fixation,saccade
211.69,190,611,fixation,fixation,saccade
211.70,129,606,fixation,saccade,saccade
211.70,165,605,fixation,saccade,saccade
211.71,211,622,saccade,saccade,saccade
211.72,418,693,saccade,saccade,saccade
211.73,615,549,saccade,saccade,saccade
211.74,656,651,saccade,saccade,saccade
211.75,726,546,saccade,saccade,saccade
211.75,787,571,saccade,saccade,saccade
211.76,757,643,saccade,saccade,saccade
211.77,781,556,fixation,saccade,saccade
211.78,758,542,fixation,fixation,saccade
211.79,764,555,fixation,fixation,saccade
211.80,763,564,fixation,fixation,saccade
211.80,762,567,fixation,fixation,saccade
211.81,763,574,fixation,fixation,saccade
211.82,774,575,fixation,fixation,saccade
211.83,774,580,fixation,fixation,saccade
211.84,770,568,fixation,fixation,saccade
211.85,732,655,fixation,saccade,saccade
211.85,786,575,fixation,saccade,saccade
211.86,786,589,fixation,fixation,saccade
211.87,780,570,fixation,fixation,saccade
211.88,770,550,saccade,fixation,saccade
211.89,767,527,saccade,fixation,saccade
211.90,760,521,outlier,fixation,saccade
211.90,780,540,outlier,fixation,saccade
211.91,777,533,outlier,fixation,saccade
211.92,777,550,outlier,fixation,saccade
211.95,692,588,saccade,saccade,saccade
211.95,689,595,saccade,fixation,saccade
211.96,704,615,outlier,fixation,saccade
211.97,684,550,saccade,saccade,saccade
211.98,673,535,saccade,fixation,saccade
211.99,684,546,outlier,fixation,saccade
212.00,689,617,saccade,saccade,saccade
212.00,692,609,saccade,fixation,saccade
212.01,679,582,saccade,fixation,saccade
212.02,677,575,saccade,fixation,saccade
212.03,686,555,outlier,fixation,saccade
212.04,669,570,outlier,fixation,saccade
212.05,677,595,saccade,fixation,saccade
212.05,650,664,saccade,saccade,saccade
212.06,667,676,saccade,fixation,saccade
212.07,681,673,outlier,fixation,saccade
212.08,702,618,saccade,saccade,saccade
212.09,697,624,saccade,fixation,saccade
212.10,695,629,outlier,fixation,saccade
212.10,672,589,saccade,saccade,saccade
212.11,675,591,saccade,fixation,fixation
212.12,674,591,outlier,fixation,fixation
212.13,674,597,outlier,fixation,fixation
212.14,690,621,saccade,fixation,fixation
212.15,698,631,saccade,fixation,fixation
212.15,692,634,outlier,fixation,fixation
212.16,694,645,outlier,fixation,fixation
212.17,678,596,outlier,saccade,fixation
212.18,692,631,saccade,saccade,fixation
212.19,676,587,outlier,saccade,fixation
212.20,687,648,saccade,saccade,fixation
212.20,687,646,outlier,fixation,fixation
212.21,676,619,saccade,fixation,fixation
212.22,682,617,saccade,fixation,fixation
212.23,682,621,outlier,fixation,fixation
212.24,687,610,outlier,fixation,fixation
212.25,657,590,saccade,saccade,fixation
212.25,632,586,saccade,fixation,fixation
212.26,651,628,saccade,saccade,fixation
212.27,659,630,saccade,fixation,fixation
212.28,634,672,saccade,saccade,saccade
212.29,693,619,saccade,saccade,saccade
212.30,694,578,saccade,saccade,saccade
212.30,635,690,saccade,saccade,saccade
212.31,690,586,outlier,saccade,saccade
212.32,738,619,saccade,saccade,saccade
212.35,724,583,fixation,fixation,saccade
212.35,727,581,fixation,fixation,saccade
212.36,715,611,fixation,fixation,saccade
212.37,723,600,fixation,fixation,saccade
212.38,683,659,fixation,saccade,saccade
212.39,731,604,fixation,saccade,saccade
212.40,749,615,fixation,fixation,saccade
212.40,740,588,fixation,fixation,saccade
212.41,725,614,fixation,fixation,saccade
212.42,738,585,fixation,fixation,saccade
212.43,720,577,fixation,fixation,saccade
212.44,738,559,saccade,fixation,saccade
212.45,724,552,outlier,fixation,saccade
212.45,721,567,outlier,fixation,saccade
212.46,730,557,outlier,fixation,saccade
212.47,756,530,saccade,saccade,saccade
212.48,762,514,saccade,fixation,saccade
212.49,754,506,saccade,fixation,saccade
212.50,753,487,saccade,fixation,saccade
212.50,747,489,outlier,fixation,saccade
212.51,752,496,outlier,fixation,saccade
212.52,729,520,outlier,fixation,saccade
212.53,771,458,saccade,saccade,saccade
212.54,765,452,saccade,fixation,saccade
212.55,761,458,outlier,fixation,saccade
212.55,739,511,saccade,saccade,saccade
212.56,763,509,saccade,fixation,saccade
212.57,761,503,fixation,fixation,saccade
212.58,761,497,fixation,fixation,saccade
212.59,729,591,fixation,saccade,saccade
212.60,778,502,fixation,saccade,fixation
212.60,764,459,fixation,saccade,fixation
212.61,759,476,fixation,fixation,fixation
212.62,777,516,fixation,saccade,fixation
